doctor_name,specialization,experience_years,clinic,city,rating,reviews_count,profile_url
Шайхаттарова Бибигуль,Гинеколог,,Врачебно-физкультурный диспансер,Караганда,0,0,https://doctor.kz/doctors/419412041691663098
Серикова Дария,ЛОР/ Оториноларинголог,,Врачебно-физкультурный диспансер,Караганда,0,0,https://doctor.kz/doctors/343085811691661736
Смагулов Кайыржан,Кардиолог,,Врачебно-физкультурный диспансер,Караганда,0,0,https://doctor.kz/doctors/780040341691662835
Ким Максим,Реабилитолог,,"Реабилитационный центр ""Akeso Clinic""",Алматы,0,0,https://doctor.kz/doctors/356605331716560014
Сугургали Акбота,Реабилитолог,,"Реабилитационный центр ""Akeso Clinic""",Алматы,0,0,https://doctor.kz/doctors/433281971716559863
Менлаякова Сабина Сунгатовна,Реабилитолог,,"Реабилитационный центр ""Akeso Clinic""",Алматы,0,0,https://doctor.kz/doctors/134336971716559186
Тузов Роман,Кинезитерапевт,,"Реабилитационный центр ""Akeso Clinic""",Алматы,0,0,https://doctor.kz/doctors/108753051721231019
Алимжан Сержан,Врач / инструктор ЛФК,,"Реабилитационный центр ""Akeso Clinic""",Алматы,0,0,https://doctor.kz/doctors/250202791721230412
Торгаева Ксения,Врач / инструктор ЛФК,,"Реабилитационный центр ""Akeso Clinic""",Алматы,0,0,https://doctor.kz/doctors/765806361721230596
Сутемгенова Маржан Абзалбековна,Аллерголог • Гастроэнтеролог • Инфекционист • Паразитолог • Педиатр • Пульмонолог • Ревматолог • Терапевт • Эндокринолог,,"ПОЛИКЛИНИКА AQMED (8 мкр, 58)",Алматы,0,0,https://doctor.kz/doctors/677790061682432811
Кусаинова Дина Едиловна,Аллерголог • Венеролог • Гастроэнтеролог • Дерматолог • Косметолог • Паразитолог • Педиатр • Пульмонолог • Ревматолог • Терапевт,,"Медицинский центр ЭМИРМЕД (г.Астана, Күйші Дина,9)",Астана,0,0,https://doctor.kz/doctors/670442891721043636
Кунафиянова Айзат Бакытжановна,Аллерголог • Гастроэнтеролог • Дерматолог • Инфекционист • Кардиолог • Паразитолог • Пульмонолог • Терапевт,,"Медицинский центр ЭМИРМЕД (г.Астана, Күйші Дина,9)",Астана,0,0,https://doctor.kz/doctors/102323341721043041
Шерланова Шолпан Арслановна,Врач УЗИ,,"Медицинский центр ""KAZMED CLINIC"" в мкр.Аксай 5",Алматы,0,0,https://doctor.kz/doctors/136884441692626674
Шормакова Маржан Ботанкызы,Невропатолог детский,,"Медицинский центр ""КЕРУЕН MEDICUS"" на Шарипова",Алматы,0,0,https://doctor.kz/doctors/802505991545028820
Кулиев Муслим Мамедович,Дерматовенеролог • Дерматолог,,"Медицинский центр ""FAMILY CLINIC""",Талгар,0,0,https://doctor.kz/doctors/290960331720784078
Тунгатарова Майя Сермузовна,Врач УЗИ,,"Медицинский центр Эмирмед (г.Алматы, ул.Манаса, 53А)",Алматы,0,0,https://doctor.kz/doctors/820797291682442841
Енкебаева Алмагуль Сабырхановна,Врач УЗИ,,"Медицинский центр Эмирмед (г.Алматы, ул.Манаса, 53А)",Алматы,0,0,https://doctor.kz/doctors/882214201679657474
Тохтарбаева Гульшат Зейналкановна,Врач УЗИ,,"Медицинский центр Эмирмед (г.Алматы, ул.Манаса, 53А)",Алматы,0,0,https://doctor.kz/doctors/59479811682440596
Бекова Луиза Тарановна,Врач УЗИ,,"Медицинский центр Эмирмед (г.Алматы, ул.Манаса, 53А)",Алматы,5,1,https://doctor.kz/doctors/704579931515485504
Абильмажинова Назикуль Калиакпаровна,Акушер-гинеколог • Гинеколог,,"Медицинский центр Эмирмед (г.Алматы, ул.Манаса, 53А)",Алматы,5,1,https://doctor.kz/doctors/673550901566980946
Шарбатова Жанна Бектаевна,Гинеколог • Маммолог,,"Медицинский центр Эмирмед (г.Алматы, ул.Манаса, 53А)",Алматы,5,1,https://doctor.kz/doctors/538182451483577621
Ормантай Ардак Бахытович,ЛОР/ Оториноларинголог,,"Медицинский центр Эмирмед (г.Алматы, ул.Манаса, 53А)",Алматы,0,0,https://doctor.kz/doctors/670348741644834813
Рахматова Зульфия Садридиновна,ЛОР/ Оториноларинголог,,"Медицинский центр Эмирмед (г.Алматы, ул.Манаса, 53А)",Алматы,0,0,https://doctor.kz/doctors/931674261634283323
Яковлев Никита Владимирович,Акушер-гинеколог • Гинеколог,,"Клиника ""ХОРОШИЙ ДОКТОР"" (ТОО ""КДМ-Групп"")",Алматы,0,0,https://doctor.kz/doctors/25311361719593381
Язар Вера Болатовна,Акушер-гинеколог • Врач УЗИ • Гинеколог • Эндокринолог,,"Клиника ""ХОРОШИЙ ДОКТОР"" (ТОО ""КДМ-Групп"")",Алматы,0,0,https://doctor.kz/doctors/930164551719591983
Руднева Зиляра Хамитовна,Диетолог • Эндокринолог,,"Клиника ""ХОРОШИЙ ДОКТОР"" (ТОО ""КДМ-Групп"")",Алматы,0,0,https://doctor.kz/doctors/216681351657212660
Гараева Лилия Айратовна,Аритмолог • Кардиолог • Реабилитолог,,"Клиника ""ХОРОШИЙ ДОКТОР"" (ТОО ""КДМ-Групп"")",Алматы,0,0,https://doctor.kz/doctors/700365061719594585
Назаров Рахим Сапарович,Андролог • Уролог,,"Клиника ""ХОРОШИЙ ДОКТОР"" (ТОО ""КДМ-Групп"")",Алматы,0,0,https://doctor.kz/doctors/600274331657212978
Муктаева Назым Кабасовна,Врач КТ,,Городская клиническая больница №1,Алматы,0,0,https://doctor.kz/doctors/44411001698653087
Абдрахманова Камила Болатовна,Врач общей практики (ВОП) • Уролог,,"Клиника ""DIAVITA CLINIC""",Усть-Каменогорск,0,1,https://doctor.kz/doctors/288624911719246755
Торебекова Инкар Ерлынкызы,Ревматолог,,"Клиника ""DIAVITA CLINIC""",Усть-Каменогорск,0,0,https://doctor.kz/doctors/964451121719246528
Шаров Юрий Николаевич,Невропатолог/ Невролог,,"Клиника ""DIAVITA CLINIC""",Усть-Каменогорск,0,0,https://doctor.kz/doctors/545396631719246369
Умирова Асель Тасболатовна,Эндокринолог,,"Клиника ""DIAVITA CLINIC""",Усть-Каменогорск,0,0,https://doctor.kz/doctors/326123731719246213
Курмангалиева Лейла Нуржановна,Аллерголог • Дерматолог,,"Клиника ""DIAVITA CLINIC""",Усть-Каменогорск,0,0,https://doctor.kz/doctors/115953191719245993
Елеубекова Асем Емелбековна,Гастроэнтеролог • Кардиолог,,"Клиника ""DIAVITA CLINIC""",Усть-Каменогорск,0,0,https://doctor.kz/doctors/601546891719245733
Касымханова Лиза Тенизбаевна,Гинеколог,,"Клиника ""DIAVITA CLINIC""",Усть-Каменогорск,0,0,https://doctor.kz/doctors/455064781719243891
Сапенова Жансая Аскаровна,Гинеколог,,"Клиника ""DIAVITA CLINIC""",Усть-Каменогорск,0,0,https://doctor.kz/doctors/88577631719243526
Жалелова Ботагоз Каирдыновна,Терапевт,,"Клиника ""DIAVITA CLINIC""",Усть-Каменогорск,0,0,https://doctor.kz/doctors/282147461719242502
Сахариева Эльвира Сериковна,Педиатр,,"Клиника ""DIAVITA CLINIC""",Усть-Каменогорск,0,0,https://doctor.kz/doctors/575606991719242928
Абенова Карлыгаш Дидархановна,Терапевт,,"Клиника ""DIAVITA CLINIC""",Усть-Каменогорск,0,0,https://doctor.kz/doctors/722644771719242355
Акшалова Диана Андреевна,Терапевт,,"Клиника ""DIAVITA CLINIC""",Усть-Каменогорск,0,0,https://doctor.kz/doctors/573978891706762803
Ашихмина Анжела Викторовна,Семейный врач,,"Медицинский центр ""IMC"" на Муканова",Алматы,0,0,https://doctor.kz/doctors/429830301612845044
Турсунбеков Аян Абдусахадович,Невропатолог/ Невролог,,Городская клиническая больница №1,Алматы,0,0,https://doctor.kz/doctors/472453191698402029
Абдыкадыров Бахытжан Избасарович,Анестезиолог-реаниматолог,,Городская клиническая больница №1,Алматы,0,0,https://doctor.kz/doctors/522090031698391830
Турсунов Дамир Байтасович,Стоматолог • Стоматолог-ортопед,,"""Стоматология DentOК""",Караганда,0,0,https://doctor.kz/doctors/510680731712570770
Радченко Светлана Викторовна,Массажист,,"Медицинский центр ""МЕДИ-СЕРВИС""",Алматы,5,2,https://doctor.kz/doctors/307680231632229929
Пономарева Елена Викторовна,Гепатолог • Инфекционист • Паразитолог • Педиатр,,"Медицинский центр ""АЛГАМЕД""",Алматы,5,1,https://doctor.kz/doctors/483333741549274647
Медетбекова Дана Баглановна,Врач УЗИ,,"Медицинский центр Эмирмед (г.Алматы, ул.Манаса, 53А)",Алматы,0,0,https://doctor.kz/doctors/667524311684508349
Турешова Акбаян Буриевна,Врач УЗИ,,"Медицинский центр ""ӘЛИЯ""",Актобе (Актюбинск),5,4,https://doctor.kz/doctors/827050001580725259
Шумарев Дмитрий Андреевич,Офтальмолог/ Окулист,,"ТОО ""Лазерный центр Коновалова""",Алматы,0,0,https://doctor.kz/doctors/589715181605777342
Зиятова Марал,Психолог,,"Детский реабилитационный центр ""ТОКТАМЫС""",Семей (Семипалатинск),0,0,https://doctor.kz/doctors/596256481692337062
Шамшудинов Тимур Маратович,ЛОР/ Оториноларинголог,,"PRO-ЛОР, Лечебно-диагностический центр оториноларингологии",Алматы,0,0,https://doctor.kz/doctors/961972891721633011
Михайлова Александра Леонидовна,Офтальмолог/ Окулист,,"Товарищество с Ограниченной Ответственностью ""TESM Company""",Алматы,0,0,https://doctor.kz/doctors/664601221696497734
Белоногов Александр Анатольевич,Офтальмолог/ Окулист • Хирург,,"Глазная клиника Коновалова ""EYEMAX""",Астана,0,0,https://doctor.kz/doctors/413222021696497436
Пак Вадим Анатольевич,Мануальный терапевт,,"Медицинский центр ""INVITRO""",Алматы,0,0,https://doctor.kz/doctors/809932241657213647
Акимжанова Асель,Невропатолог детский • Невропатолог/ Невролог,,"Детский реабилитационный центр ""ТОКТАМЫС""",Семей (Семипалатинск),0,0,https://doctor.kz/doctors/671563011692335396
Бахалов Рустам Джавитович,Эндоскопист,,"Медицинский центр ""ИНТЕРМЕДИКАЛ""",Алматы,0,0,https://doctor.kz/doctors/210709571727776847
Турлыбекова Маржан Турдалиевна,Врач УЗИ • Врач функциональной диагностики,,"Медицинский центр ""ИНТЕРМЕДИКАЛ""",Талгар,0,0,https://doctor.kz/doctors/231055731720593278
Мусаев Ильгар Маликович,Акушер-гинеколог • Стоматолог • Стоматолог детский • Стоматолог-терапевт,,"Педиатрический центр ""КАРУДО"" на Навои",Алматы,0,0,https://doctor.kz/doctors/745761991584600629
Исмуратова Роза Аскарбековна,Иммунолог,,"Клиника вакцинации ""PHARMACOM""",Алматы,0,0,https://doctor.kz/doctors/384298761727425336
Айтенова Балкия Балгабаевна,Врач УЗИ • Гепатолог,,"Медицинский центр Эмирмед (г.Алматы, ул.Манаса, 53А)",Астана,0,0,https://doctor.kz/doctors/177274111529034703
Балыкова Улмира Турлыбековна,Лаборант,,"Медицинский центр ""ЭСКУЛАП VITA""",Шымкент,0,0,https://doctor.kz/doctors/988001051727190645
Рустенбекова Асель Болатбековна,Реабилитолог,,"Медицинский центр ""ЭСКУЛАП VITA""",Шымкент,0,0,https://doctor.kz/doctors/368042831693822244
Байжанова Салтанат Тоймуратовна,Невропатолог/ Невролог,,"Медицинский центр Эмирмед (г.Алматы, ул.Манаса, 53А)",Алматы,0,0,https://doctor.kz/doctors/972557301718802055
Касымжанова Халича Вангаровна,Ортопед детский • Хирург-ортопед,,"Педиатрический центр ""КАРУДО""",Алматы,5,2,https://doctor.kz/doctors/243295091492764397
Кожакеева Гаухар Кабдолдаевна,Аллерголог • Гастроэнтеролог • Кардиолог • Ревматолог • Терапевт,,"Медицинский центр Эмирмед (г.Алматы, ул.Нусупбекова, 26/1)",Алматы,0,0,https://doctor.kz/doctors/736218621666198225
Галиева Суфия Маратовна,Офтальмолог/ Окулист,,"Офтальмология ""ВИСТА ПЛЮС""",Орал (Уральск),4.8,3,https://doctor.kz/doctors/381529111515663890
Дьяченко Наталья Игоревна,Рентгенолог,,"Медицинский центр ""DAUMED""",Шымкент,0,0,https://doctor.kz/doctors/994388331698834355
Куправа Инга Зурабовна,Гинеколог,,"Клиника ""КРИСТИНА""",Караганда,0,0,https://doctor.kz/doctors/111142821529648389
Паньков Виктор Сергеевич,Уролог,,"Клиника ""КРИСТИНА""",Караганда,0,0,https://doctor.kz/doctors/405886431642678389
Бостанов Әділет,Аллерголог,,Городская клиническая больница №1,Алматы,0,0,https://doctor.kz/doctors/168337541698662351
Балтабеков Медет Токтасынович,Андролог • Врач УЗИ • Уролог,,"Медицинский центр ""ДанаМед и К""",Алматы,0,0,https://doctor.kz/doctors/713211691559800395
Токтыбаев Елмурат Усенович,Андролог • Уролог • Уролог детский,,"Медицинский центр ""ДанаМед и К""",Алматы,0,0,https://doctor.kz/doctors/80346921717565191
Азимбаева Айгуль Калмахановна,Инфекционист • Педиатр,,"Медицинский центр ""ДанаМед и К""",Алматы,0,0,https://doctor.kz/doctors/553664561717564776
Крылдакова Алуа Сагыновна,Акушер-гинеколог • Гинеколог,,"Медицинский центр ""ДанаМед и К""",Алматы,0,0,https://doctor.kz/doctors/524981461717565283
Малахан Батухан Байжанулы,Терапевт,,"Медицинский центр ""ДанаМед и К""",Алматы,0,0,https://doctor.kz/doctors/378925071717563939
Нарбекова Гульнара Айдаровна,Кардиолог,,"Медицинский центр ""ХАК""",Алматы,0,0,https://doctor.kz/doctors/54865621509697025
Айбекова Загида Джамбуловна,Врач УЗИ • Нефролог,,"Медицинский центр ""ДанаМед и К""",Алматы,0,0,https://doctor.kz/doctors/759468991717564378
Бағдатұлы Әділет,Ортопед • Ортопед детский • Травматолог,,"Детский реабилитационный центр ""ТОКТАМЫС""",Семей (Семипалатинск),0,0,https://doctor.kz/doctors/226115681692341220
Имантаева Майра Беримжановна,Микрохирург • Офтальмолог/ Окулист,,"Офтальмологический центр ""FOCUS""",Алматы,5,1,https://doctor.kz/doctors/366599681519882829
Селиханова Айгуль Кайратовна,Аллерголог • Врач общей практики (ВОП) • Гастроэнтеролог • Инфекционист • Кардиолог • Паразитолог • Педиатр • Пульмонолог • Ревматолог • Терапевт,,"Медицинский центр ЭМИРМЕД (г.Астана, Күйші Дина,9)",Алматы,0,0,https://doctor.kz/doctors/223703401685537402
Кошкаров Магзум Машрабович,Эндоскопист,,"Медицинский центр ЭМИРМЕД (г.Астана, Күйші Дина,9)",Алматы,0,0,https://doctor.kz/doctors/874376591692268807
Тулеутаева Зейнеп Кошмухамбетовна,Рентгенолог,,"Медицинский центр ""SMART HEALTH UNIVERSITY CITY""",Алматы,0,0,https://doctor.kz/doctors/528777921574914988
Сакенов Ерлан Дауренбекович,Уролог,,"ТОО ""Медицинский центр ""ДАДИ""",Алматы,0,0,https://doctor.kz/doctors/859114811692773768
Фоменко Татьяна Владимировна,Психиатр,,"ТОО ""Медицинский центр ""ДАДИ""",Алматы,0,0,https://doctor.kz/doctors/353496561710310266
Байзакова Алия Абыхановна,Лаборант,,"ТОО ""Медицинский центр ""ДАДИ""",Алматы,0,0,https://doctor.kz/doctors/25781151688981833
Васильева Вера Анатольевна,Гинеколог,,"ТОО ""Медицинский центр ""ДАДИ""",Алматы,0,0,https://doctor.kz/doctors/350192591710309280
Панина Ольга Юрьевна,Гастроэнтеролог • Педиатр • Терапевт,,"Товарищество с ограниченной ответственностью ""Therapeutic city ""Терапия Сити""",Алматы,0,0,https://doctor.kz/doctors/530302841686637881
Наурызбаева Алиса Азаматовна,Невропатолог детский • Эпилептолог,,"Медицинский центр ""NEUROCLINIC ASTANA""",Астана,0,0,https://doctor.kz/doctors/422331271676021042
Шортанбаева Жанна Алихановна,Дерматолог,,"ТОО ""Медицинский центр ""ДАДИ""",Алматы,0,0,https://doctor.kz/doctors/762360841710310537
Өмірғалиева Аружан,Психолог,,"Детский реабилитационный центр ""ТОКТАМЫС""",Семей (Семипалатинск),0,0,https://doctor.kz/doctors/853990651692341876
Агирзиева Ляззат Кайреловна,Стоматолог,,"Медицинский центр ""OPEN CLINIC""",Атырау,0,0,https://doctor.kz/doctors/64176371671446493
Мустафина Гуляф Гайнулловна,Акушер-гинеколог • Гинеколог,,"Клиника ""ALANDA-АСТАНА""",Астана,0,0,https://doctor.kz/doctors/995736191554438889
Нестеренко Елена,Медицинская сестра / Медицинский брат,,"Медицинский центр ""ИМПУЛЬС-МЕД""",Астана,0,0,https://doctor.kz/doctors/926260661713873959
Таирова Наргиза Эрматовна,Аллерголог • Иммунолог • Педиатр • Терапевт,,"Медицинский центр ""ИМПУЛЬС-МЕД""",Астана,0,0,https://doctor.kz/doctors/236461811537849791
Тойбаев Алибек Арманович,Кардиолог • Хирург,,Больница медицинского центра управления делами Президента Республики Казахстан,Астана,5,3,https://doctor.kz/doctors/777874221545822152
Адилова Гаухар Рысбековна,Аллерголог • Гастроэнтеролог • Невропатолог/ Невролог • Педиатр • Пульмонолог,,"Медицинский центр ""ИМПУЛЬС-МЕД""",Астана,0,0,https://doctor.kz/doctors/754705311689067787
Алимхужаев Улугбек Эгамбердиевич,Ортопед • Ортопед детский • Травматолог,,"Медицинский центр ""DAUMED""",Шымкент,0,0,https://doctor.kz/doctors/608534001502347935
Есенбекова Мадина Кураловна,Врач УЗИ,,"Медицинский центр ""ELTAI CLINIC""",Астана,0,0,https://doctor.kz/doctors/98802261663233952
Ануарбекова Сымбат Сакенкызы,Стоматолог • Стоматолог-терапевт,,"Медицинский центр ""PREMIUM CLINIC"" на Дулати",Шымкент,0,0,https://doctor.kz/doctors/279551631701335759
Бухарбаева Макпал Карифухожаевна,ЛОР/ Оториноларинголог,,"ЛОР Центр ""AI-MEDICUS"" (на Мауленова)",Алматы,0,0,https://doctor.kz/doctors/306769661510296511
Мажинова Рабига Джалдыбаевна,Офтальмолог/ Окулист,,"Медицинский центр ""МЕЙІРІМ""",Тараз,0,0,https://doctor.kz/doctors/3317481484212216
Кудайкулов Асыгат Болатович,Анестезиолог-реаниматолог,,Многопрофильная областная больница №2,Астана,5,1,https://doctor.kz/doctors/352519701544176038
Каукенова Ботагоз Сериковна,ЛОР/ Оториноларинголог,,"Клиника ""FAMILY HEALTH CLINIC""",Атырау,0,0,https://doctor.kz/doctors/743544421722952126
Ахмедова Лариса Аскаровна,Гематолог,,"Семейная клиника ""FAMILY HEALTH CLINIC""",Атырау,0,0,https://doctor.kz/doctors/115757921691475955
Ибраев Азамат Маратович,Стоматолог • Стоматолог-терапевт,,"""Стоматология DentOК""",Караганда,0,0,https://doctor.kz/doctors/103915291712572684
Арыстан Әсел,Медицинская сестра / Медицинский брат,,"Медицинский центр ""ИНТЕРМЕДИКАЛ""",Талгар,0,0,https://doctor.kz/doctors/516232201720633750
Жолтаев Самат Уалиханович,Эндоскопист,,"Медицинский центр ""PREMIUM CLINIC"" на Дулати",Шымкент,0,0,https://doctor.kz/doctors/383470521546507692
Абильдинова Гульшара Жусуповна,Генетик,,"Медицинский центр ""ТАЛМАС МЕДИКУС"" на Бокейханова",Астана,0,0,https://doctor.kz/doctors/271660641631002464
Андреева Евгения Александровна,Офтальмолог детский • Офтальмолог/ Окулист,,"Медицинский центр ""DOBRO MEDICAL""",Алматы,0,0,https://doctor.kz/doctors/922227621699286893
Хуршудова Фарида Зейнуллаевна,Врач общей практики (ВОП),,"Медицинский центр ""ИНТЕРМЕДИКАЛ""",Талгар,0,0,https://doctor.kz/doctors/541146691720593676
Омиров Ербол Омирулы,ЛОР/ Оториноларинголог,,"Медицинский центр ""DAUMED""",Шымкент,0,0,https://doctor.kz/doctors/29295871481794906
Салимова Клара Васильевна,Врач УЗИ,,"Медицинский центр ""ӘЛИЯ""",Актобе (Актюбинск),0,0,https://doctor.kz/doctors/165003411580711535
Куатова Алия Даулетбековна,Врач УЗИ,,"Медицинский центр ""ӘЛИЯ""",Актобе (Актюбинск),0,0,https://doctor.kz/doctors/627314641580726491
Ешимбаева Жанаргуль Турегалиевна,Акушер-гинеколог • Гинеколог,,"Медицинский центр ""ӘЛИЯ""",Актобе (Актюбинск),0,0,https://doctor.kz/doctors/835789541702473446
Шангараева Алия Аблаевна,Акушер-гинеколог • Гинеколог,,"Медицинский центр ""ӘЛИЯ""",Актобе (Актюбинск),5,1,https://doctor.kz/doctors/195755331501756081
Курманова Светлана Бауржановна,Акушер-гинеколог • Эндокринолог,,"Медицинский центр ""ӘЛИЯ""",Актобе (Актюбинск),5,0,https://doctor.kz/doctors/569369831545022187
Юнусова Ляля Маратовна,ЛОР/ Оториноларинголог,,"PRO-ЛОР, Лечебно-диагностический центр оториноларингологии",Алматы,0,0,https://doctor.kz/doctors/430010121721710209
Сабитова Назик Еркиновна,ЛОР/ Оториноларинголог,,"PRO-ЛОР, Лечебно-диагностический центр оториноларингологии",Алматы,0,0,https://doctor.kz/doctors/762132021721711196
Уркембаева Жулдыз Жаксылыковна,ЛОР/ Оториноларинголог,10,"PRO-ЛОР, Лечебно-диагностический центр оториноларингологии",Каскелен,0,0,https://doctor.kz/doctors/626453171688392525
Джанкисиева Света Бердибековна,Терапевт,,Городская клиническая больница №1,Алматы,0,0,https://doctor.kz/doctors/509219351698658726
Кравцов Лев,Кинезитерапевт,,"Реабилитационный центр ""Akeso Clinic""",Алматы,0,0,https://doctor.kz/doctors/227837851721230257
Ким Игорь Тхя Унович,Невропатолог/ Невролог • Реабилитолог,,"Реабилитационный центр ""Akeso Clinic""",Алматы,0,0,https://doctor.kz/doctors/228593981716560195
Айтбаев Жандарбек Адилханович,ЛОР/ Оториноларинголог,,"Медицинский центр Эмирмед (г.Алматы, ул.Манаса, 53А)",Алматы,0,0,https://doctor.kz/doctors/535146581684259043
Гадымова Айна Камаловна,Врач функциональной диагностики,,"Медицинский центр Эмирмед (г.Алматы, ул.Манаса, 53А)",Алматы,0,0,https://doctor.kz/doctors/843855861648538077
Тулегенова Клара Тулебаевна,Гастроэнтеролог • Инфекционист • Ревматолог • Терапевт,,"Медицинский центр Эмирмед (г.Алматы, ул.Манаса, 53А)",Алматы,5,1,https://doctor.kz/doctors/486546911583990673
Жалгасбаева Алия Табынбаевна,Терапевт,,"Медицинский центр Эмирмед (г.Алматы, ул.Манаса, 53А)",Алматы,0,0,https://doctor.kz/doctors/864320721630052844
Сыдыкбекова Гульдана Жаналикызы,Врач общей практики (ВОП),,"Медицинский центр Эмирмед (г.Алматы, ул.Манаса, 53А)",Алматы,0,0,https://doctor.kz/doctors/801557681692176938
Шәкен Дінмұхамед Сапарғалиұлы,Врач МРТ,,"Медицинский центр ""ИНТЕРМЕДИКАЛ""",Талгар,0,0,https://doctor.kz/doctors/433040191720633182
Пареева Юлия Владимировна,Физиотерапевт,,"Медицинский центр ""ИНТЕРМЕДИКАЛ""",Талгар,0,0,https://doctor.kz/doctors/241926461720524358
Исатаева Алия Советовна,Акушер-гинеколог • Гинеколог,,"Филиал товарищества с ограниченной ответственностью ""OPEN CLINIC"" в г. Алматы",Алматы,0,0,https://doctor.kz/doctors/929762821694172522
Нуркен Абай,Акушер-гинеколог • Гинеколог,,"Медицинский центр ""ӘЛИЯ""",Актобе (Актюбинск),0,0,https://doctor.kz/doctors/492838231702474251
Бексултанова Гульмира Сабитовна,Невропатолог/ Невролог,,"Медицинский центр ""MEDI-ART"" на Тауелсиздик",Астана,0,0,https://doctor.kz/doctors/108349071719998943
Кобзарь Инна Юрьевна,Врач УЗИ,,"Медицинский центр ""MEDI-ART"" на Тауелсиздик",Астана,0,0,https://doctor.kz/doctors/825971361719996470
Тулегенов Жанбулат Маралович,Врач УЗИ,,"Медицинский центр ""MEDI-ART"" на Тауелсиздик",Астана,5,1,https://doctor.kz/doctors/736798631496229151
Сущенко Алексей Федорович,Уролог,,"Медицинский центр ""MEDI-ART"" на Тауелсиздик",Астана,0,0,https://doctor.kz/doctors/881561261719994474
Давранов Ануар Жангирович,Дерматолог • Онколог • Уролог,,"Медицинский центр ""MEDI-ART"" на Тауелсиздик",Астана,0,0,https://doctor.kz/doctors/128936991719991549
Талышканова Тамилла Намиковна,Диетолог • Нутрициолог • Эндокринолог • Эндокринолог детский,,"Медицинский центр ""MEDI-ART"" на Тауелсиздик",Астана,0,0,https://doctor.kz/doctors/222361321719989439
Айткулова Мейрамгуль Мантубетовна,Гинеколог,,"Медицинский центр ""MEDI-ART"" на Тауелсиздик",Астана,0,0,https://doctor.kz/doctors/187319231719988022
Серимов Арман Мухитович,Уролог,,"Медицинский центр ""MEDI-ART"" на Тауелсиздик",Астана,0,0,https://doctor.kz/doctors/976241881495513223
Тутадзе Амурхан Мизамович,ЛОР/ Оториноларинголог,,"ЛОР-центр ""АЙ-МЕДИКУС"" в Мамыре",Алматы,0,0,https://doctor.kz/doctors/547638731693458908
Калбаева Алмаш Боранбаевна,Невропатолог детский,,"Медицинский центр ""ID SENIM R""",Каскелен,0,0,https://doctor.kz/doctors/554855341555308571
Ержекенова Алмагуль Куандыковна,Диетолог • Терапевт,,"Клиника ""ХОРОШИЙ ДОКТОР"" (ТОО ""КДМ-Групп"")",Алматы,0,0,https://doctor.kz/doctors/526214121719592764
Регер Виктория,Врач / инструктор ЛФК,,Врачебно-физкультурный диспансер,Караганда,0,0,https://doctor.kz/doctors/535106191691661100
Омаров Медет,Невропатолог/ Невролог,,Врачебно-физкультурный диспансер,Караганда,0,0,https://doctor.kz/doctors/458413561691662682
Прошин Вячеслав Владимирович,Невропатолог/ Невролог,,"Японская клиника ортопедии и реабилитации ""IREI MEDICAL""",Алматы,0,0,https://doctor.kz/doctors/296784071551775702
Такеши Ирей,Ортопед,,"Японская клиника ортопедии и реабилитации ""IREI MEDICAL""",Алматы,0,0,https://doctor.kz/doctors/726971171559152400
Кузенбаева Асем Бакытжанкызы,Онколог,,Шардаринская центральная районная больница,Шардара,0,0,https://doctor.kz/doctors/812430261544588522
Махамбетова Гульнара Касеновна,Офтальмолог/ Окулист,,"ТОО ""Лазерный центр Коновалова""",Алматы,0,0,https://doctor.kz/doctors/531587391490341014
Хасанова Раушан Бактыгалиева,Инфекционист • Педиатр,,"Семейная клиника ""FAMILY HEALTH CLINIC""",Атырау,0,0,https://doctor.kz/doctors/14121891691666779
Онгарбаева Назгуль Халилуллаевна,Акушер-гинеколог • Гинеколог,,"Медицинский центр ""ӘЛИЯ""",Актобе (Актюбинск),0,0,https://doctor.kz/doctors/321745411580724851
Аманжолова Меруерт Ельтаевна,Акушер-гинеколог • Врач УЗИ • Гинеколог,,"Медицинский центр ""ELTAI CLINIC""",Астана,0,0,https://doctor.kz/doctors/960968991557117268
Исмаилов Джалил Камалович,Эндоскопист,,"Лечебно-диагностический центр ""АВИЦЕННА""",Алматы,0,0,https://doctor.kz/doctors/908300801631499826
Кулимбетов Амангельды Сейтмагамбетович,ЛОР/ Оториноларинголог,,"Медицинский центр Эмирмед (г.Алматы, ул.Нусупбекова, 26/1)",Алматы,0,0,https://doctor.kz/doctors/219296921607500915
Нуртаева Алия Алиевна,Гастроэнтеролог • Кардиолог детский • Неонатолог • Педиатр • Эндокринолог,,"Медицинский центр Эмирмед (г.Алматы, ул.Нусупбекова, 26/1)",Алматы,5,1,https://doctor.kz/doctors/31106931559105540
Теренова Акзада Есенамановна,Гастроэнтеролог • Инфекционист • Кардиолог • Паразитолог • Пульмонолог • Ревматолог • Терапевт,,"Медицинский центр ЭМИРМЕД (г.Алматы, ул.Розыбакиева, 37в)",Алматы,0,0,https://doctor.kz/doctors/316528701686591642
Байкенже Бибигуль Сериковна,Гинеколог • Маммолог,,"Медицинский центр ЭМИРМЕД (г.Алматы, ул.Розыбакиева, 37в)",Алматы,0,0,https://doctor.kz/doctors/720768951684340820
Возный Эдуард Анатольевич,ЛОР/ Оториноларинголог,,"Медицинский центр ""ЮНОНА""",Алматы,0,0,https://doctor.kz/doctors/838140761694511081
